date,entry_date,exit_date,ticker,signal,signal_quality,confidence,expected_return,position_pct,regime_mult,regime_state,vix_at_trade,entry_price,exit_price,holding_days,net_pnl,sector
2019-12-13,2019-12-16,2019-12-23,MSFT,LONG,MEDIUM,61.19,0.73,15.0,1.0,bull,12.6,147.2325,148.8193,5,43.53,XLK
2019-12-16,2019-12-17,2019-12-24,MSFT,LONG,MEDIUM,61.1,0.65,15.0,1.0,bull,12.1,147.5553,148.7909,5,33.92,XLK
2019-12-17,2019-12-18,2019-12-26,MSFT,LONG,MEDIUM,60.69,0.73,15.0,1.0,bull,12.3,146.4636,150.0105,5,98.08,XLK
2019-12-18,2019-12-19,2019-12-27,MSFT,LONG,MEDIUM,60.69,0.77,15.0,1.0,bull,12.6,146.1789,150.2847,5,113.56,XLK
2019-12-19,2019-12-20,2019-12-30,MSFT,LONG,MEDIUM,60.69,0.77,15.0,1.0,bull,12.5,149.3588,148.9894,5,-10.37,XLK
2019-12-20,2019-12-23,2019-12-31,MSFT,LONG,MEDIUM,61.76,0.36,15.0,1.0,bull,12.5,150.0897,149.0934,5,-27.59,XLK
2019-12-23,2019-12-24,2020-01-02,MSFT,LONG,MEDIUM,61.76,0.43,15.0,1.0,bull,12.6,149.4822,151.8541,5,64.93,XLK
2019-12-24,2019-12-26,2020-01-03,MSFT,LONG,MEDIUM,60.25,0.52,15.0,1.0,bull,12.7,149.5581,149.9632,5,10.85,XLK
2019-12-31,2020-01-02,2020-01-09,MSFT,LONG,MEDIUM,60.14,0.7,15.0,1.0,bull,13.8,150.7161,153.2438,5,68.74,XLK
2020-01-02,2020-01-03,2020-01-10,MSFT,LONG,MEDIUM,60.14,0.46,15.0,1.0,bull,12.5,150.2795,152.5347,5,61.89,XLK
2020-01-03,2020-01-06,2020-01-13,MSFT,LONG,MEDIUM,62.56,0.54,15.0,1.0,bull,14.0,149.1025,154.3689,5,145.43,XLK
2020-01-06,2020-01-07,2020-01-14,MSFT,LONG,MEDIUM,62.61,0.73,15.0,1.0,bull,13.9,151.2287,153.2817,5,55.86,XLK
2020-01-07,2020-01-08,2020-01-15,MSFT,LONG,MEDIUM,62.61,0.73,15.0,1.0,bull,13.8,150.8585,154.2743,5,92.79,XLK
2020-01-08,2020-01-09,2020-01-16,MSFT,LONG,MEDIUM,62.61,0.73,15.0,1.0,bull,13.4,153.6207,157.1012,5,93.81,XLK
2020-01-09,2020-01-10,2020-01-17,MSFT,LONG,MEDIUM,62.61,0.67,15.0,1.0,bull,12.5,154.551,157.9804,5,92.7,XLK
2020-01-10,2020-01-13,2020-01-21,MSFT,LONG,MEDIUM,61.97,0.66,15.0,1.0,bull,12.6,153.5448,157.4131,5,104.71,XLK
2020-01-13,2020-01-14,2020-01-22,MSFT,LONG,MEDIUM,61.1,0.54,15.0,1.0,bull,12.3,155.092,156.6568,5,42.18,XLK
2020-01-22,2020-01-23,2020-01-30,MSFT,LONG,MEDIUM,63.25,0.61,15.0,1.0,bull,12.9,157.7498,163.3505,5,150.3,XLK
2020-01-23,2020-01-24,2020-01-31,MSFT,LONG,MEDIUM,61.97,0.56,15.0,1.0,bull,13.0,159.0028,160.9396,5,51.4,XLK
2020-01-24,2020-01-27,2020-02-03,MSFT,LONG,MEDIUM,61.97,0.78,15.0,1.0,bull,14.6,152.9658,164.8632,5,328.31,XLK
2020-01-27,2020-01-28,2020-02-04,MSFT,LONG,MEDIUM,62.61,0.78,15.0,1.0,neutral,18.2,155.4622,170.2898,5,400.97,XLK
2020-01-28,2020-01-29,2020-02-05,MSFT,LONG,MEDIUM,62.61,0.75,15.0,1.0,bull,16.3,159.3161,170.0819,5,286.84,XLK
2020-01-29,2020-01-30,2020-02-06,MSFT,LONG,MEDIUM,61.61,0.74,15.0,1.0,neutral,16.4,165.2107,173.6083,5,217.69,XLK
2020-01-30,2020-01-31,2020-02-07,MSFT,LONG,MEDIUM,62.27,0.82,15.0,1.0,bull,15.5,163.4641,173.8541,5,277.59,XLK
2020-01-31,2020-02-03,2020-02-10,MSFT,LONG,MEDIUM,61.97,0.77,15.0,1.0,neutral,18.8,161.7745,178.4016,5,442.99,XLK
2020-02-03,2020-02-04,2020-02-11,MSFT,LONG,MEDIUM,62.7,0.7,15.0,1.0,neutral,18.0,168.1437,174.3741,5,162.92,XLK
2020-02-04,2020-02-05,2020-02-12,MSFT,LONG,MEDIUM,61.53,0.5,15.0,1.0,bull,16.0,174.6838,174.6293,5,-1.67,XLK
2020-02-05,2020-02-06,2020-02-13,MSFT,LONG,MEDIUM,61.97,0.5,15.0,1.0,bull,15.1,171.7792,173.6839,5,49.62,XLK
2020-02-24,2020-02-25,2020-03-03,MSFT,LONG,MEDIUM,60.58,0.44,10.5,0.7,neutral,25.0,165.8047,155.9566,5,-191.29,XLK
2020-03-18,2020-03-19,2020-03-26,MSFT,LONG,MEDIUM,61.47,0.94,3.0,0.2,bear,76.4,135.8894,147.9934,5,81.3,XLK
2020-03-20,2020-03-23,2020-03-30,MSFT,LONG,MEDIUM,63.3,1.0,3.0,0.2,bear,66.0,130.407,151.8991,5,150.3,XLK
2020-03-23,2020-03-24,2020-03-31,MSFT,LONG,MEDIUM,63.3,0.92,3.0,0.2,bear,61.6,136.8222,149.5102,5,84.49,XLK
2020-03-24,2020-03-25,2020-04-01,MSFT,LONG,MEDIUM,62.87,0.71,3.0,0.2,bear,61.7,141.7335,144.2014,5,15.91,XLK
2020-03-25,2020-03-26,2020-04-02,MSFT,LONG,MEDIUM,61.71,0.84,3.0,0.2,bear,64.0,141.2481,147.1875,5,38.46,XLK
2020-03-27,2020-03-30,2020-04-06,MSFT,LONG,MEDIUM,60.69,0.87,3.0,0.2,bear,65.5,145.0933,156.6771,5,73.37,XLK
2020-03-30,2020-03-31,2020-04-07,MSFT,LONG,MEDIUM,61.25,0.71,3.0,0.2,bear,57.1,151.7179,154.9896,5,19.97,XLK
2020-03-31,2020-04-01,2020-04-08,MSFT,LONG,MEDIUM,61.59,0.88,3.0,0.2,bear,53.5,145.6264,156.5444,5,69.42,XLK
2020-04-01,2020-04-02,2020-04-09,MSFT,LONG,MEDIUM,61.5,0.9,3.0,0.2,bear,57.1,144.5413,156.5539,5,76.6,XLK
2020-04-02,2020-04-03,2020-04-13,MSFT,LONG,HIGH,62.15,1.02,3.75,0.2,bear,50.9,147.6252,156.9046,5,72.62,XLK
2020-04-03,2020-04-06,2020-04-14,MSFT,LONG,MEDIUM,63.36,0.9,3.0,0.2,bear,46.8,152.5936,164.6688,5,73.04,XLK
2020-04-06,2020-04-07,2020-04-15,MSFT,LONG,MEDIUM,62.93,0.78,6.0,0.4,neutral,45.2,161.4168,162.9434,5,17.57,XLK
2020-04-07,2020-04-08,2020-04-16,MSFT,LONG,MEDIUM,62.93,0.81,6.0,0.4,neutral,46.7,157.6858,167.8351,5,119.79,XLK
2020-04-08,2020-04-09,2020-04-17,MSFT,LONG,HIGH,63.36,1.07,7.5,0.4,neutral,43.3,158.3425,169.314,5,161.45,XLK
2020-04-09,2020-04-13,2020-04-20,MSFT,LONG,HIGH,63.79,1.06,7.5,0.4,neutral,41.7,156.4294,165.9581,5,141.81,XLK
2020-04-13,2020-04-14,2020-04-21,MSFT,LONG,MEDIUM,63.79,0.95,6.0,0.4,neutral,41.2,160.8553,159.0945,5,-20.54,XLK
2020-04-14,2020-04-15,2020-04-22,MSFT,LONG,MEDIUM,62.32,0.12,6.0,0.4,neutral,37.8,162.9492,164.4981,5,17.91,XLK
2020-04-22,2020-04-23,2020-04-30,MSFT,LONG,MEDIUM,63.76,0.54,6.0,0.4,neutral,42.0,165.719,169.8923,5,47.7,XLK
2020-04-23,2020-04-24,2020-05-01,MSFT,LONG,MEDIUM,65.2,0.74,6.0,0.4,neutral,41.4,163.7678,165.4935,5,19.87,XLK
2020-04-24,2020-04-27,2020-05-04,MSFT,LONG,MEDIUM,63.79,0.67,6.0,0.4,neutral,35.9,168.0795,169.5415,5,16.41,XLK
2020-04-27,2020-04-28,2020-05-05,MSFT,LONG,MEDIUM,63.79,0.78,10.5,0.7,neutral,33.3,167.1277,171.3617,5,83.93,XLK
2020-04-28,2020-04-29,2020-05-06,MSFT,LONG,MEDIUM,64.43,0.71,10.5,0.7,neutral,33.6,164.8719,173.0491,5,163.17,XLK
2020-04-29,2020-04-30,2020-05-07,MSFT,LONG,MEDIUM,64.43,0.45,10.5,0.7,neutral,31.2,171.3252,174.0541,5,53.05,XLK
2020-04-30,2020-05-01,2020-05-08,MSFT,LONG,MEDIUM,61.73,0.53,10.5,0.7,bull,34.2,167.3275,175.0779,5,155.12,XLK
2020-05-01,2020-05-04,2020-05-11,MSFT,LONG,MEDIUM,64.43,0.64,6.0,0.4,bull,37.2,166.0807,177.0308,5,124.66,XLK
2020-05-12,2020-05-13,2020-05-20,MSFT,LONG,MEDIUM,62.01,0.48,10.5,0.7,bull,33.0,173.7523,176.4971,5,53.39,XLK
2020-05-13,2020-05-14,2020-05-21,MSFT,LONG,MEDIUM,62.01,0.59,6.0,0.4,neutral,35.3,168.9837,174.3772,5,61.64,XLK
2020-05-14,2020-05-15,2020-05-22,MSFT,LONG,MEDIUM,64.14,0.62,10.5,0.7,neutral,32.6,170.4304,174.4532,5,79.83,XLK
2020-05-15,2020-05-18,2020-05-26,MSFT,LONG,MEDIUM,60.21,0.48,10.5,0.7,bull,31.9,176.798,172.609,5,-80.9,XLK
2020-05-27,2020-05-28,2020-06-04,MSFT,LONG,MEDIUM,61.24,0.57,10.5,0.7,bull,27.6,172.5086,173.8923,5,27.11,XLK
2020-05-28,2020-05-29,2020-06-05,MSFT,LONG,MEDIUM,61.24,0.52,10.5,0.7,bull,28.6,174.408,177.9611,5,69.17,XLK
2020-06-01,2020-06-02,2020-06-09,MSFT,LONG,MEDIUM,62.68,0.61,10.5,0.7,bull,28.2,175.8587,180.4328,5,88.42,XLK
2020-06-02,2020-06-03,2020-06-10,MSFT,LONG,MEDIUM,62.68,0.35,10.5,0.7,bull,26.8,176.4028,187.1254,5,207.43,XLK
2020-06-03,2020-06-04,2020-06-11,MSFT,LONG,MEDIUM,60.64,0.34,10.5,0.7,bull,25.7,175.9065,177.077,5,22.56,XLK
2020-06-04,2020-06-05,2020-06-12,MSFT,LONG,MEDIUM,61.58,0.35,10.5,0.7,bull,25.8,174.303,178.4745,5,81.07,XLK
2020-06-05,2020-06-08,2020-06-15,MSFT,LONG,MEDIUM,60.64,0.24,15.0,1.0,bull,24.5,177.4718,179.6153,5,59.01,XLK
2020-06-08,2020-06-09,2020-06-16,MSFT,LONG,MEDIUM,60.63,0.45,10.5,0.7,bull,25.8,179.438,184.0168,5,87.87,XLK
2020-06-12,2020-06-15,2020-06-22,MSFT,LONG,MEDIUM,60.83,0.82,6.0,0.4,neutral,36.1,176.1738,190.6713,5,162.54,XLK
2020-06-15,2020-06-16,2020-06-23,MSFT,LONG,MEDIUM,60.83,0.78,10.5,0.7,bull,34.4,184.1053,191.9451,5,147.49,XLK
2020-06-16,2020-06-17,2020-06-24,MSFT,LONG,MEDIUM,62.92,0.7,10.5,0.7,bull,33.7,186.1478,188.0761,5,35.88,XLK
2020-06-17,2020-06-18,2020-06-25,MSFT,LONG,MEDIUM,62.14,0.77,10.5,0.7,bull,33.5,185.1647,190.4526,5,99.24,XLK
2020-06-18,2020-06-19,2020-06-26,MSFT,LONG,MEDIUM,62.14,0.7,10.5,0.7,bull,32.9,189.5456,186.6405,5,-53.76,XLK
2020-06-19,2020-06-22,2020-06-29,MSFT,LONG,MEDIUM,62.14,0.49,6.0,0.4,bull,35.1,186.8732,188.6464,5,18.77,XLK
2020-06-22,2020-06-23,2020-06-30,MSFT,LONG,MEDIUM,64.74,0.31,10.5,0.7,bull,31.8,192.8863,193.4662,5,10.43,XLK
2020-06-23,2020-06-24,2020-07-01,MSFT,LONG,MEDIUM,64.74,0.41,10.5,0.7,bull,31.4,192.4186,194.5975,5,39.91,XLK
2020-06-24,2020-06-25,2020-07-02,MSFT,LONG,MEDIUM,63.55,0.86,10.5,0.7,neutral,33.8,188.7916,196.0804,5,134.86,XLK
2020-06-25,2020-06-26,2020-07-06,MSFT,LONG,MEDIUM,61.41,0.61,10.5,0.7,neutral,32.2,190.6337,200.3013,5,178.44,XLK
2020-06-26,2020-06-29,2020-07-07,MSFT,LONG,MEDIUM,63.55,0.78,10.5,0.7,neutral,34.7,186.8637,197.9722,5,206.73,XLK
2020-06-29,2020-06-30,2020-07-08,MSFT,LONG,MEDIUM,62.33,0.8,10.5,0.7,neutral,31.8,188.868,202.3262,5,249.37,XLK
2020-06-30,2020-07-01,2020-07-09,MSFT,LONG,MEDIUM,61.82,0.88,10.5,0.7,neutral,30.4,193.8885,203.7427,5,180.65,XLK
2020-07-01,2020-07-02,2020-07-10,MSFT,LONG,MEDIUM,63.08,0.68,10.5,0.7,bull,28.6,196.3127,203.1248,5,123.71,XLK
2020-07-02,2020-07-06,2020-07-13,MSFT,LONG,MEDIUM,63.08,0.56,10.5,0.7,bull,27.7,199.3193,196.8505,5,-44.58,XLK
2020-07-24,2020-07-27,2020-08-03,MSFT,LONG,MEDIUM,64.61,0.62,10.5,0.7,bull,25.8,192.2945,205.8531,5,255.63,XLK
2020-07-27,2020-07-28,2020-08-04,MSFT,LONG,MEDIUM,64.61,0.89,15.0,1.0,bull,24.7,194.337,202.7635,5,224.7,XLK
2020-07-28,2020-07-29,2020-08-05,MSFT,LONG,MEDIUM,62.88,0.92,10.5,0.7,bull,25.4,193.2776,202.4308,5,171.39,XLK
2020-07-29,2020-07-30,2020-08-06,MSFT,LONG,MEDIUM,62.88,0.92,15.0,1.0,bull,24.1,191.8459,205.6725,5,373.93,XLK
2020-07-30,2020-07-31,2020-08-07,MSFT,LONG,HIGH,63.21,1.01,18.75,1.0,bull,24.8,195.0911,201.9935,5,229.65,XLK
2020-07-31,2020-08-03,2020-08-10,MSFT,LONG,MEDIUM,61.17,0.6,15.0,1.0,bull,24.5,201.8868,197.9722,5,-101.39,XLK
2020-08-10,2020-08-11,2020-08-18,MSFT,LONG,MEDIUM,61.76,0.5,15.0,1.0,bull,22.1,197.7253,201.0524,5,89.85,XLK
2020-08-11,2020-08-12,2020-08-19,MSFT,LONG,MEDIUM,62.1,0.76,15.0,1.0,bull,24.0,195.9405,199.8326,5,105.8,XLK
2020-08-12,2020-08-13,2020-08-20,MSFT,LONG,MEDIUM,61.97,0.51,15.0,1.0,bull,22.3,199.9015,204.4829,5,122.94,XLK
2020-08-13,2020-08-14,2020-08-21,MSFT,LONG,MEDIUM,62.1,0.57,15.0,1.0,bull,22.1,199.2525,202.9964,5,100.58,XLK
2020-08-14,2020-08-17,2020-08-24,MSFT,LONG,MEDIUM,62.53,0.62,15.0,1.0,bull,22.0,200.0543,203.6348,5,95.82,XLK
2020-08-17,2020-08-18,2020-08-25,MSFT,LONG,MEDIUM,62.1,0.71,15.0,1.0,bull,21.4,200.9419,206.284,5,143.06,XLK
2020-08-18,2020-08-19,2020-08-26,MSFT,LONG,MEDIUM,61.17,0.72,15.0,1.0,bull,21.5,202.3461,210.7438,5,224.46,XLK
2020-08-19,2020-08-20,2020-08-27,MSFT,LONG,MEDIUM,62.1,0.77,15.0,1.0,bull,22.5,200.4804,215.9183,5,414.01,XLK
2020-08-20,2020-08-21,2020-08-28,MSFT,LONG,MEDIUM,61.17,0.72,15.0,1.0,bull,22.7,204.6137,218.1387,5,362.61,XLK
2020-08-24,2020-08-25,2020-09-01,MSFT,LONG,MEDIUM,61.01,0.63,15.0,1.0,bull,22.4,203.8865,216.5758,5,339.83,XLK
2020-09-08,2020-09-09,2020-09-16,MSFT,LONG,MEDIUM,60.58,0.47,10.5,0.7,neutral,31.5,198.6243,195.4014,5,-64.44,XLK
2020-09-23,2020-09-24,2020-10-01,MSFT,LONG,MEDIUM,61.15,0.87,10.5,0.7,neutral,28.6,191.2094,202.4627,5,232.4,XLK
2020-09-24,2020-09-25,2020-10-02,MSFT,LONG,MEDIUM,61.15,0.78,10.5,0.7,neutral,28.5,194.7494,196.4878,5,35.13,XLK
2020-10-02,2020-10-05,2020-10-12,MSFT,LONG,MEDIUM,60.48,0.82,10.5,0.7,neutral,27.6,198.2607,210.9821,5,255.2,XLK
2020-10-05,2020-10-06,2020-10-13,MSFT,LONG,MEDIUM,60.48,0.84,10.5,0.7,neutral,28.0,199.7916,212.3733,5,250.81,XLK
2020-10-29,2020-10-30,2020-11-06,MSFT,LONG,MEDIUM,61.18,0.67,6.0,0.4,neutral,37.6,194.7016,213.1929,5,218.78,XLK
2020-10-30,2020-11-02,2020-11-09,MSFT,LONG,HIGH,62.32,1.07,7.5,0.4,neutral,38.0,195.4574,208.1137,5,186.33,XLK
2020-11-02,2020-11-03,2020-11-10,MSFT,LONG,MEDIUM,62.33,0.98,6.0,0.4,neutral,37.1,195.0747,201.0809,5,70.75,XLK
2020-11-03,2020-11-04,2020-11-11,MSFT,LONG,MEDIUM,61.89,0.57,6.0,0.4,neutral,35.5,204.7667,206.3603,5,17.86,XLK
2020-11-18,2020-11-19,2020-11-27,MSFT,LONG,MEDIUM,61.68,0.53,15.0,1.0,bull,23.8,202.7703,205.6394,5,82.29,XLK
2020-11-20,2020-11-23,2020-12-01,MSFT,LONG,MEDIUM,62.98,0.68,15.0,1.0,bull,23.7,202.3579,206.5757,5,121.24,XLK
2020-11-23,2020-11-24,2020-12-02,MSFT,LONG,MEDIUM,61.36,0.5,15.0,1.0,bull,22.7,201.0533,205.7731,5,136.43,XLK
2020-11-24,2020-11-25,2020-12-03,MSFT,LONG,MEDIUM,61.36,0.43,15.0,1.0,bull,21.6,206.3484,204.6935,5,-47.37,XLK
2020-11-25,2020-11-27,2020-12-04,MSFT,LONG,MEDIUM,61.37,0.47,15.0,1.0,bull,21.2,206.0991,204.8081,5,-37.02,XLK
2020-11-27,2020-11-30,2020-12-07,MSFT,LONG,MEDIUM,61.37,0.47,15.0,1.0,bull,20.8,205.3796,204.7412,5,-18.58,XLK
2020-11-30,2020-12-01,2020-12-08,MSFT,LONG,MEDIUM,61.37,0.45,15.0,1.0,bull,20.6,205.7729,206.3846,5,17.15,XLK
2020-12-09,2020-12-10,2020-12-17,MSFT,LONG,MEDIUM,60.45,0.64,15.0,1.0,bull,22.3,203.1445,209.6426,5,187.62,XLK
2020-12-10,2020-12-11,2020-12-18,MSFT,LONG,MEDIUM,60.45,0.76,15.0,1.0,bull,22.5,201.4945,208.8496,5,213.89,XLK
2020-12-11,2020-12-14,2020-12-21,MSFT,LONG,MEDIUM,61.29,0.72,15.0,1.0,bull,23.3,204.4203,212.6714,5,237.47,XLK
2020-12-14,2020-12-15,2020-12-22,MSFT,LONG,MEDIUM,61.29,0.77,15.0,1.0,bull,24.7,206.406,213.9612,5,215.72,XLK
2020-12-15,2020-12-16,2020-12-23,MSFT,LONG,MEDIUM,62.68,0.98,15.0,1.0,bull,22.9,206.0031,211.1714,5,147.59,XLK
2020-12-17,2020-12-18,2020-12-28,MSFT,LONG,MEDIUM,64.88,0.65,15.0,1.0,bull,21.9,209.6867,214.9358,5,149.85,XLK
2020-12-18,2020-12-21,2020-12-29,MSFT,LONG,MEDIUM,63.57,0.58,15.0,1.0,bull,21.6,208.689,214.1619,5,156.54,XLK
2020-12-21,2020-12-22,2020-12-30,MSFT,LONG,MEDIUM,61.44,0.35,10.5,0.7,bull,25.2,213.6197,211.8019,5,-36.31,XLK
2020-12-23,2020-12-24,2021-01-04,MSFT,LONG,MEDIUM,61.01,0.31,15.0,1.0,bull,23.3,212.4014,207.9897,5,-125.73,XLK
2021-01-12,2021-01-13,2021-01-21,MSFT,LONG,MEDIUM,61.69,0.91,15.0,1.0,bull,23.3,205.3028,214.9453,5,283.69,XLK
2021-01-13,2021-01-14,2021-01-22,MSFT,LONG,MEDIUM,62.84,0.85,15.0,1.0,bull,22.2,207.1158,215.8817,5,255.95,XLK
2021-01-14,2021-01-15,2021-01-25,MSFT,LONG,MEDIUM,62.84,0.93,15.0,1.0,bull,23.2,204.8232,219.3021,5,425.71,XLK
2021-01-15,2021-01-19,2021-01-26,MSFT,LONG,HIGH,62.84,1.03,18.75,1.0,bull,24.3,205.0438,221.9774,5,620.86,XLK
2021-01-19,2021-01-20,2021-01-27,MSFT,LONG,HIGH,62.54,1.04,18.75,1.0,bull,23.2,208.8329,222.5219,5,497.62,XLK
2021-01-20,2021-01-21,2021-01-28,MSFT,LONG,MEDIUM,63.89,0.77,15.0,1.0,bull,21.6,215.5478,228.2832,5,369.08,XLK
2021-01-21,2021-01-22,2021-01-29,MSFT,LONG,MEDIUM,64.83,0.8,15.0,1.0,bull,21.3,217.8309,221.6238,5,108.77,XLK
2021-01-22,2021-01-25,2021-02-01,MSFT,LONG,MEDIUM,64.83,0.76,15.0,1.0,bull,21.9,219.7878,228.9712,5,262.01,XLK
2021-01-25,2021-01-26,2021-02-02,MSFT,LONG,MEDIUM,62.79,0.79,15.0,1.0,bull,23.2,222.4162,228.8374,5,183.26,XLK
2021-01-26,2021-01-27,2021-02-03,MSFT,LONG,MEDIUM,62.32,0.7,15.0,1.0,bull,23.0,228.3061,232.1719,5,108.42,XLK
2021-01-29,2021-02-01,2021-02-08,MSFT,LONG,MEDIUM,63.54,0.6,10.5,0.7,neutral,33.1,225.4859,231.6655,5,122.82,XLK
2021-02-01,2021-02-02,2021-02-09,MSFT,LONG,MEDIUM,62.2,0.65,10.5,0.7,neutral,30.2,231.4717,232.9076,5,28.1,XLK
2021-02-02,2021-02-03,2021-02-10,MSFT,LONG,MEDIUM,61.55,0.55,10.5,0.7,bull,25.6,229.8122,232.0,5,43.16,XLK
2021-02-03,2021-02-04,2021-02-11,MSFT,LONG,MEDIUM,61.55,0.55,15.0,1.0,bull,22.9,232.7763,233.5955,5,22.76,XLK
2021-02-04,2021-02-05,2021-02-12,MSFT,LONG,MEDIUM,61.55,0.53,15.0,1.0,bull,21.8,232.3638,234.0732,5,47.79,XLK
2021-02-05,2021-02-08,2021-02-16,MSFT,LONG,MEDIUM,63.67,0.49,15.0,1.0,bull,20.9,233.2463,232.8407,5,-11.64,XLK
2021-02-08,2021-02-09,2021-02-17,MSFT,LONG,MEDIUM,61.49,0.4,15.0,1.0,bull,21.2,232.0185,233.8558,5,51.45,XLK
2021-03-03,2021-03-04,2021-03-11,MSFT,LONG,MEDIUM,61.25,0.52,10.5,0.7,neutral,26.7,218.0057,227.0853,5,191.02,XLK
2021-03-04,2021-03-05,2021-03-12,MSFT,LONG,MEDIUM,62.28,0.82,10.5,0.7,neutral,28.6,220.6786,225.7638,5,105.57,XLK
2021-03-05,2021-03-08,2021-03-15,MSFT,LONG,MEDIUM,60.46,0.59,15.0,1.0,neutral,24.7,222.4573,224.8636,5,70.85,XLK
2021-03-08,2021-03-09,2021-03-16,MSFT,LONG,MEDIUM,60.1,0.93,10.5,0.7,neutral,25.5,223.9092,227.6407,5,76.01,XLK
2021-03-10,2021-03-11,2021-03-18,MSFT,LONG,MEDIUM,60.1,0.65,15.0,1.0,bull,22.6,225.909,220.9468,5,-144.87,XLK
2021-03-23,2021-03-24,2021-03-31,MSFT,LONG,MEDIUM,61.39,0.46,15.0,1.0,bull,20.3,228.6877,225.7829,5,-84.18,XLK
2021-03-24,2021-03-25,2021-04-01,MSFT,LONG,MEDIUM,61.39,0.5,15.0,1.0,bull,21.2,226.236,232.0842,5,170.12,XLK
2021-03-25,2021-03-26,2021-04-05,MSFT,LONG,MEDIUM,61.39,0.6,15.0,1.0,bull,19.8,222.6304,238.5195,5,468.24,XLK
2021-03-26,2021-03-29,2021-04-06,MSFT,LONG,MEDIUM,62.16,0.59,15.0,1.0,bull,18.9,227.4763,237.3608,5,287.3,XLK
2021-03-29,2021-03-30,2021-04-07,MSFT,LONG,MEDIUM,62.16,0.77,15.0,1.0,bull,20.7,224.5341,239.3144,5,433.84,XLK
2021-03-30,2021-03-31,2021-04-08,MSFT,LONG,MEDIUM,61.59,0.72,15.0,1.0,bull,19.6,223.938,242.5225,5,541.56,XLK
2021-03-31,2021-04-01,2021-04-09,MSFT,LONG,MEDIUM,62.89,0.72,15.0,1.0,bull,19.4,229.2838,245.0123,5,453.8,XLK
2021-04-01,2021-04-05,2021-04-12,MSFT,LONG,MEDIUM,60.21,0.66,15.0,1.0,bull,17.3,233.4085,245.0698,5,337.95,XLK
2021-04-05,2021-04-06,2021-04-13,MSFT,LONG,MEDIUM,60.21,0.37,15.0,1.0,bull,17.9,238.0717,247.5405,5,275.47,XLK
2021-04-06,2021-04-07,2021-04-14,MSFT,LONG,MEDIUM,64.21,0.65,15.0,1.0,bull,18.1,238.2641,244.7633,5,188.06,XLK
2021-04-07,2021-04-08,2021-04-15,MSFT,LONG,MEDIUM,62.25,0.48,15.0,1.0,bull,17.2,243.033,248.5077,5,156.32,XLK
2021-04-08,2021-04-09,2021-04-16,MSFT,LONG,MEDIUM,61.51,0.58,15.0,1.0,bull,17.0,243.1291,249.6952,5,189.29,XLK
2021-04-09,2021-04-12,2021-04-19,MSFT,LONG,MEDIUM,60.18,0.52,15.0,1.0,bull,16.7,244.8982,247.7799,5,83.04,XLK
2021-04-19,2021-04-20,2021-04-27,MSFT,LONG,MEDIUM,60.04,0.37,15.0,1.0,bull,17.3,247.8885,250.8731,5,85.55,XLK
2021-05-12,2021-05-13,2021-05-20,MSFT,LONG,MEDIUM,61.37,0.65,10.5,0.7,neutral,27.6,232.4856,236.5842,5,87.92,XLK
2021-05-21,2021-05-24,2021-06-01,MSFT,LONG,MEDIUM,62.33,0.64,15.0,1.0,neutral,20.1,238.7949,237.4673,5,-40.08,XLK
2021-05-27,2021-05-28,2021-06-07,MSFT,LONG,MEDIUM,60.16,0.43,15.0,1.0,bull,16.7,241.8884,243.62,5,50.96,XLK
2021-05-28,2021-06-01,2021-06-08,MSFT,LONG,MEDIUM,60.16,0.52,15.0,1.0,bull,16.8,242.1101,242.4297,5,9.15,XLK
2021-06-01,2021-06-02,2021-06-09,MSFT,LONG,MEDIUM,60.16,0.56,15.0,1.0,bull,17.9,239.1226,243.4088,5,127.21,XLK
2021-06-02,2021-06-03,2021-06-10,MSFT,LONG,MEDIUM,60.16,0.57,15.0,1.0,bull,17.5,236.3182,246.9123,5,318.29,XLK
2021-06-03,2021-06-04,2021-06-11,MSFT,LONG,MEDIUM,61.56,0.75,15.0,1.0,bull,18.0,238.766,247.5362,5,259.99,XLK
2021-06-04,2021-06-07,2021-06-14,MSFT,LONG,MEDIUM,61.56,0.69,15.0,1.0,bull,16.4,240.9055,249.4559,5,254.69,XLK
2021-06-07,2021-06-08,2021-06-15,MSFT,LONG,MEDIUM,62.62,0.75,15.0,1.0,bull,16.4,245.8974,247.9873,5,61.42,XLK
2021-06-08,2021-06-09,2021-06-16,MSFT,LONG,MEDIUM,62.62,0.65,15.0,1.0,bull,17.1,244.5964,247.0466,5,72.02,XLK
2021-06-09,2021-06-10,2021-06-17,MSFT,LONG,MEDIUM,64.76,0.59,15.0,1.0,bull,17.9,245.059,250.4253,5,158.15,XLK
2021-06-10,2021-06-11,2021-06-18,MSFT,LONG,MEDIUM,64.76,0.57,15.0,1.0,bull,16.1,248.6247,249.0143,5,11.18,XLK
2021-06-11,2021-06-14,2021-06-21,MSFT,LONG,MEDIUM,63.18,0.59,15.0,1.0,bull,15.6,248.5379,252.0859,5,104.36,XLK
2021-06-14,2021-06-15,2021-06-22,MSFT,LONG,MEDIUM,63.18,0.57,15.0,1.0,bull,16.4,250.34,254.8502,5,132.63,XLK
2021-06-15,2021-06-16,2021-06-23,MSFT,LONG,MEDIUM,63.18,0.6,15.0,1.0,bull,17.0,249.9835,254.6199,5,135.74,XLK
